FIELD_1,FIELD_3,FIELD_4,FIELD_5,FIELD_6,FIELD_8
California,2007-08,2008,13,50-64 yr,0
California,2007-08,2008,14,50-64 yr,0.3
California,2007-08,2008,15,50-64 yr,0.2
California,2007-08,2008,16,50-64 yr,0.2
California,2007-08,2008,17,50-64 yr,0.2
California,2007-08,2007,40,65+ yr,0
California,2007-08,2007,41,65+ yr,0
California,2007-08,2007,42,65+ yr,0
California,2007-08,2007,43,65+ yr,0
California,2007-08,2007,44,65+ yr,0
California,2007-08,2007,45,65+ yr,0
California,2007-08,2007,46,65+ yr,0
California,2007-08,2007,47,65+ yr,0
California,2007-08,2007,48,65+ yr,0
California,2007-08,2007,49,65+ yr,0.3
California,2007-08,2007,50,65+ yr,0
California,2007-08,2007,51,65+ yr,0
California,2007-08,2007,52,65+ yr,0
California,2007-08,2008,1,65+ yr,0.5
California,2007-08,2008,2,65+ yr,0.3
California,2007-08,2008,3,65+ yr,1.6
California,2007-08,2008,4,65+ yr,1.6
California,2007-08,2008,5,65+ yr,2.1
California,2007-08,2008,6,65+ yr,3.4
California,2007-08,2008,7,65+ yr,4.7
California,2007-08,2008,8,65+ yr,4.2
California,2007-08,2008,9,65+ yr,4.5
California,2007-08,2008,10,65+ yr,5
California,2007-08,2008,11,65+ yr,3.9
California,2007-08,2008,12,65+ yr,3.4
California,2007-08,2008,13,65+ yr,1.3
California,2007-08,2008,14,65+ yr,1.6
California,2007-08,2008,15,65+ yr,0.3
California,2007-08,2008,16,65+ yr,1
California,2007-08,2008,17,65+ yr,0.8
California,2007-08,2007,40,Overall,0
California,2007-08,2007,41,Overall,0
California,2007-08,2007,42,Overall,0
California,2007-08,2007,43,Overall,0
California,2007-08,2007,44,Overall,0
California,2007-08,2007,45,Overall,0
California,2007-08,2007,46,Overall,0
California,2007-08,2007,47,Overall,0
California,2007-08,2007,48,Overall,0
California,2007-08,2007,49,Overall,0.1
California,2007-08,2007,50,Overall,0
California,2007-08,2007,51,Overall,0.2
California,2007-08,2007,52,Overall,0.2
California,2007-08,2008,1,Overall,0.2
California,2007-08,2008,2,Overall,0.2
California,2007-08,2008,3,Overall,0.3
California,2007-08,2008,4,Overall,0.5
California,2007-08,2008,5,Overall,0.6
California,2007-08,2008,6,Overall,1
California,2007-08,2008,7,Overall,1.2
California,2007-08,2008,8,Overall,1.2
California,2007-08,2008,9,Overall,1.1
California,2007-08,2008,10,Overall,1
California,2007-08,2008,11,Overall,0.9
California,2007-08,2008,12,Overall,0.7
California,2007-08,2008,13,Overall,0.2
California,2007-08,2008,14,Overall,0.3
California,2007-08,2008,15,Overall,0.1
California,2007-08,2008,16,Overall,0.2
California,2007-08,2008,17,Overall,0.2
California,2008-09,2008,40,0-4 yr,0
California,2008-09,2008,41,0-4 yr,0
California,2008-09,2008,42,0-4 yr,0
California,2008-09,2008,43,0-4 yr,1
California,2008-09,2008,44,0-4 yr,0
California,2008-09,2008,45,0-4 yr,0
California,2008-09,2008,46,0-4 yr,0.5
California,2008-09,2008,47,0-4 yr,1
California,2008-09,2008,48,0-4 yr,0
California,2008-09,2008,49,0-4 yr,0
California,2008-09,2008,50,0-4 yr,0.5
California,2008-09,2008,51,0-4 yr,0.5
California,2008-09,2008,52,0-4 yr,0.5
California,2008-09,2008,53,0-4 yr,0.5
California,2008-09,2009,1,0-4 yr,0
California,2008-09,2009,2,0-4 yr,0.5
California,2008-09,2009,3,0-4 yr,1
California,2008-09,2009,4,0-4 yr,2.5
California,2008-09,2009,5,0-4 yr,2.5
California,2008-09,2009,6,0-4 yr,1
California,2008-09,2009,7,0-4 yr,1.5
California,2008-09,2009,8,0-4 yr,4
California,2008-09,2009,9,0-4 yr,3
California,2008-09,2009,10,0-4 yr,2
California,2008-09,2009,11,0-4 yr,1
California,2008-09,2009,12,0-4 yr,0.5
California,2008-09,2009,13,0-4 yr,0.5
California,2008-09,2009,14,0-4 yr,0
California,2008-09,2009,15,0-4 yr,0
California,2008-09,2009,16,0-4 yr,0
California,2008-09,2009,17,0-4 yr,0
California,2008-09,2008,40,5-17 yr,0
California,2008-09,2008,41,5-17 yr,0
California,2008-09,2008,42,5-17 yr,0
California,2008-09,2008,43,5-17 yr,0
California,2008-09,2008,44,5-17 yr,0
California,2008-09,2008,45,5-17 yr,0
California,2008-09,2008,46,5-17 yr,0
California,2008-09,2008,47,5-17 yr,0
California,2008-09,2008,48,5-17 yr,0
California,2008-09,2008,49,5-17 yr,0
California,2008-09,2008,50,5-17 yr,0
California,2008-09,2008,51,5-17 yr,0
California,2008-09,2008,52,5-17 yr,0
California,2008-09,2008,53,5-17 yr,0
California,2008-09,2009,1,5-17 yr,0.2
California,2008-09,2009,2,5-17 yr,0
California,2008-09,2009,3,5-17 yr,0.4
California,2008-09,2009,4,5-17 yr,0
California,2008-09,2009,5,5-17 yr,0.2
California,2008-09,2009,6,5-17 yr,0.4
California,2008-09,2009,7,5-17 yr,0.6
California,2008-09,2009,8,5-17 yr,0.2
California,2008-09,2009,9,5-17 yr,0
California,2008-09,2009,10,5-17 yr,1.4
California,2008-09,2009,11,5-17 yr,0.2
California,2008-09,2009,12,5-17 yr,0.4
California,2008-09,2009,13,5-17 yr,0.2
California,2008-09,2009,14,5-17 yr,0.4
California,2008-09,2009,15,5-17 yr,0
California,2008-09,2009,16,5-17 yr,0
California,2008-09,2009,17,5-17 yr,0
California,2008-09,2008,40,18-49 yr,0
California,2008-09,2008,41,18-49 yr,0
California,2008-09,2008,42,18-49 yr,0
California,2008-09,2008,43,18-49 yr,0
California,2008-09,2008,44,18-49 yr,0
California,2008-09,2008,45,18-49 yr,0
California,2008-09,2008,46,18-49 yr,0
California,2008-09,2008,47,18-49 yr,0
California,2008-09,2008,48,18-49 yr,0
California,2008-09,2008,49,18-49 yr,0
California,2008-09,2008,50,18-49 yr,0.1
California,2008-09,2008,51,18-49 yr,0
California,2008-09,2008,52,18-49 yr,0.1
California,2008-09,2008,53,18-49 yr,0
California,2008-09,2009,1,18-49 yr,0
California,2008-09,2009,2,18-49 yr,0
California,2008-09,2009,3,18-49 yr,0.1
California,2008-09,2009,4,18-49 yr,0.3
California,2008-09,2009,5,18-49 yr,0.1
California,2008-09,2009,6,18-49 yr,0.2
California,2008-09,2009,7,18-49 yr,0.6
California,2008-09,2009,8,18-49 yr,0.2
California,2008-09,2009,9,18-49 yr,0
California,2008-09,2009,10,18-49 yr,0.2
California,2008-09,2009,11,18-49 yr,0.1
California,2008-09,2009,12,18-49 yr,0.1
California,2008-09,2009,13,18-49 yr,0.1
California,2008-09,2009,14,18-49 yr,0.1
California,2008-09,2009,15,18-49 yr,0.1
California,2008-09,2009,16,18-49 yr,0
California,2008-09,2009,17,18-49 yr,0
California,2008-09,2008,40,50-64 yr,0
California,2008-09,2008,41,50-64 yr,0
California,2008-09,2008,42,50-64 yr,0
California,2008-09,2008,43,50-64 yr,0
California,2008-09,2008,44,50-64 yr,0
California,2008-09,2008,45,50-64 yr,0
California,2008-09,2008,46,50-64 yr,0
California,2008-09,2008,47,50-64 yr,0
California,2008-09,2008,48,50-64 yr,0
California,2008-09,2008,49,50-64 yr,0
California,2008-09,2008,50,50-64 yr,0
California,2008-09,2008,51,50-64 yr,0
California,2008-09,2008,52,50-64 yr,0
California,2008-09,2008,53,50-64 yr,0
California,2008-09,2009,1,50-64 yr,0
California,2008-09,2009,2,50-64 yr,0
California,2008-09,2009,3,50-64 yr,0.2
California,2008-09,2009,4,50-64 yr,0.2
California,2008-09,2009,5,50-64 yr,0
California,2008-09,2009,6,50-64 yr,0.5
California,2008-09,2009,7,50-64 yr,0.3
California,2008-09,2009,8,50-64 yr,0.5
California,2008-09,2009,9,50-64 yr,0.2
California,2008-09,2009,10,50-64 yr,0.2
California,2008-09,2009,11,50-64 yr,0.5
California,2008-09,2009,12,50-64 yr,0.2
California,2008-09,2009,13,50-64 yr,0.2
California,2008-09,2009,14,50-64 yr,0
California,2008-09,2009,15,50-64 yr,0.2
California,2008-09,2009,16,50-64 yr,0
California,2008-09,2009,17,50-64 yr,0
California,2008-09,2008,40,65+ yr,0
California,2008-09,2008,41,65+ yr,0
California,2008-09,2008,42,65+ yr,0
California,2008-09,2008,43,65+ yr,0
California,2008-09,2008,44,65+ yr,0
California,2008-09,2008,45,65+ yr,0.3
California,2008-09,2008,46,65+ yr,0
California,2008-09,2008,47,65+ yr,0
California,2008-09,2008,48,65+ yr,0.3
California,2008-09,2008,49,65+ yr,0
California,2008-09,2008,50,65+ yr,0
California,2008-09,2008,51,65+ yr,0
California,2008-09,2008,52,65+ yr,0
California,2008-09,2008,53,65+ yr,0
California,2008-09,2009,1,65+ yr,0
California,2008-09,2009,2,65+ yr,0.5
California,2008-09,2009,3,65+ yr,0
California,2008-09,2009,4,65+ yr,0.5
California,2008-09,2009,5,65+ yr,1.5
California,2008-09,2009,6,65+ yr,1.3
California,2008-09,2009,7,65+ yr,1.8
California,2008-09,2009,8,65+ yr,0.3
California,2008-09,2009,9,65+ yr,0.3
California,2008-09,2009,10,65+ yr,0.3
California,2008-09,2009,11,65+ yr,0.8
California,2008-09,2009,12,65+ yr,0.8
California,2008-09,2009,13,65+ yr,0.3
California,2008-09,2009,14,65+ yr,0.3
California,2008-09,2009,15,65+ yr,0.3
California,2008-09,2009,16,65+ yr,0
California,2008-09,2009,17,65+ yr,0
California,2008-09,2008,40,Overall,0
California,2008-09,2008,41,Overall,0
California,2008-09,2008,42,Overall,0
California,2008-09,2008,43,Overall,0.1
California,2008-09,2008,44,Overall,0
California,2008-09,2008,45,Overall,0
California,2008-09,2008,46,Overall,0
California,2008-09,2008,47,Overall,0.1
California,2008-09,2008,48,Overall,0
California,2008-09,2008,49,Overall,0
California,2008-09,2008,50,Overall,0.1
California,2008-09,2008,51,Overall,0
California,2008-09,2008,52,Overall,0.1
California,2008-09,2008,53,Overall,0
California,2008-09,2009,1,Overall,0
California,2008-09,2009,2,Overall,0.1
California,2008-09,2009,3,Overall,0.2
California,2008-09,2009,4,Overall,0.4
California,2008-09,2009,5,Overall,0.4
California,2008-09,2009,6,Overall,0.5
California,2008-09,2009,7,Overall,0.8
California,2008-09,2009,8,Overall,0.5
California,2008-09,2009,9,Overall,0.2
California,2008-09,2009,10,Overall,0.5
California,2008-09,2009,11,Overall,0.3
California,2008-09,2009,12,Overall,0.2
California,2008-09,2009,13,Overall,0.2
California,2008-09,2009,14,Overall,0.1
California,2008-09,2009,15,Overall,0.1
California,2008-09,2009,16,Overall,0
California,2008-09,2009,17,Overall,0
California,2009-10,2009,35,0-4 yr,0
California,2009-10,2009,36,0-4 yr,1
California,2009-10,2009,37,0-4 yr,1
California,2009-10,2009,38,0-4 yr,0.5
California,2009-10,2009,39,0-4 yr,2.5
California,2009-10,2009,40,0-4 yr,5.5
California,2009-10,2009,41,0-4 yr,3.5
California,2009-10,2009,42,0-4 yr,6
California,2009-10,2009,43,0-4 yr,3
California,2009-10,2009,44,0-4 yr,2
California,2009-10,2009,45,0-4 yr,2.5
California,2009-10,2009,46,0-4 yr,1.5
California,2009-10,2009,47,0-4 yr,2
California,2009-10,2009,48,0-4 yr,2
California,2009-10,2009,49,0-4 yr,2
California,2009-10,2009,50,0-4 yr,2.5
California,2009-10,2009,51,0-4 yr,1.5
California,2009-10,2009,52,0-4 yr,2.5
California,2009-10,2010,1,0-4 yr,0.5
California,2009-10,2010,2,0-4 yr,0.5
California,2009-10,2010,3,0-4 yr,1
California,2009-10,2010,4,0-4 yr,2.5
California,2009-10,2010,5,0-4 yr,1
California,2009-10,2010,6,0-4 yr,1.5
California,2009-10,2010,7,0-4 yr,0
California,2009-10,2010,8,0-4 yr,0.5
California,2009-10,2010,9,0-4 yr,0.5
California,2009-10,2010,10,0-4 yr,0.5
California,2009-10,2010,11,0-4 yr,0.5
California,2009-10,2010,12,0-4 yr,0
California,2009-10,2010,13,0-4 yr,0
California,2009-10,2010,14,0-4 yr,0.5
California,2009-10,2010,15,0-4 yr,1
California,2009-10,2010,16,0-4 yr,0.5
California,2009-10,2010,17,0-4 yr,0.5
California,2009-10,2009,35,5-17 yr,0
California,2009-10,2009,36,5-17 yr,0.6
California,2009-10,2009,37,5-17 yr,0.4
California,2009-10,2009,38,5-17 yr,0.6
California,2009-10,2009,39,5-17 yr,0.4
California,2009-10,2009,40,5-17 yr,1.4
California,2009-10,2009,41,5-17 yr,1.4
California,2009-10,2009,42,5-17 yr,2.8
California,2009-10,2009,43,5-17 yr,3
California,2009-10,2009,44,5-17 yr,3.2
California,2009-10,2009,45,5-17 yr,1.2
California,2009-10,2009,46,5-17 yr,1.4
California,2009-10,2009,47,5-17 yr,0.6
California,2009-10,2009,48,5-17 yr,0.4
California,2009-10,2009,49,5-17 yr,0.6
California,2009-10,2009,50,5-17 yr,0.4
California,2009-10,2009,51,5-17 yr,0.2
California,2009-10,2009,52,5-17 yr,0.2
California,2009-10,2010,1,5-17 yr,0.2
California,2009-10,2010,2,5-17 yr,0
California,2009-10,2010,3,5-17 yr,0.2
California,2009-10,2010,4,5-17 yr,0
California,2009-10,2010,5,5-17 yr,0.2
California,2009-10,2010,6,5-17 yr,0
California,2009-10,2010,7,5-17 yr,0
California,2009-10,2010,8,5-17 yr,0
California,2009-10,2010,9,5-17 yr,0
California,2009-10,2010,10,5-17 yr,0
California,2009-10,2010,11,5-17 yr,0
California,2009-10,2010,12,5-17 yr,0
California,2009-10,2010,13,5-17 yr,0
California,2009-10,2010,14,5-17 yr,0
California,2009-10,2010,15,5-17 yr,0
California,2009-10,2010,16,5-17 yr,0
California,2009-10,2010,17,5-17 yr,0
California,2009-10,2009,35,18-49 yr,0.1
California,2009-10,2009,36,18-49 yr,0.5
California,2009-10,2009,37,18-49 yr,0.2
California,2009-10,2009,38,18-49 yr,0.4
California,2009-10,2009,39,18-49 yr,0.4
California,2009-10,2009,40,18-49 yr,1.1
California,2009-10,2009,41,18-49 yr,1.1
California,2009-10,2009,42,18-49 yr,1
California,2009-10,2009,43,18-49 yr,1.8
California,2009-10,2009,44,18-49 yr,1.7
California,2009-10,2009,45,18-49 yr,1.4
California,2009-10,2009,46,18-49 yr,1.1
California,2009-10,2009,47,18-49 yr,0.9
California,2009-10,2009,48,18-49 yr,0.4
California,2009-10,2009,49,18-49 yr,0.4
California,2009-10,2009,50,18-49 yr,0.4
California,2009-10,2009,51,18-49 yr,0.2
California,2009-10,2009,52,18-49 yr,0.2
California,2009-10,2010,1,18-49 yr,0.3
California,2009-10,2010,2,18-49 yr,0.1
California,2009-10,2010,3,18-49 yr,0.1
California,2009-10,2010,4,18-49 yr,0
California,2009-10,2010,5,18-49 yr,0
California,2009-10,2010,6,18-49 yr,0
California,2009-10,2010,7,18-49 yr,0.1
California,2009-10,2010,8,18-49 yr,0.1
California,2009-10,2010,9,18-49 yr,0.1
California,2009-10,2010,10,18-49 yr,0
California,2009-10,2010,11,18-49 yr,0
California,2009-10,2010,12,18-49 yr,0
California,2009-10,2010,13,18-49 yr,0
California,2009-10,2010,14,18-49 yr,0.1
California,2009-10,2010,15,18-49 yr,0.1
California,2009-10,2010,16,18-49 yr,0.1
California,2009-10,2010,17,18-49 yr,0
California,2009-10,2009,35,50-64 yr,0.5
California,2009-10,2009,36,50-64 yr,0.2
California,2009-10,2009,37,50-64 yr,0.3
California,2009-10,2009,38,50-64 yr,0.3
California,2009-10,2009,39,50-64 yr,0.3
California,2009-10,2009,40,50-64 yr,0.6
California,2009-10,2009,41,50-64 yr,1.3
California,2009-10,2009,42,50-64 yr,2.1
California,2009-10,2009,43,50-64 yr,1.8
California,2009-10,2009,44,50-64 yr,2.4
California,2009-10,2009,45,50-64 yr,2.4
California,2009-10,2009,46,50-64 yr,2.4
California,2009-10,2009,47,50-64 yr,1.8
California,2009-10,2009,48,50-64 yr,0.5
California,2009-10,2009,49,50-64 yr,0.8
California,2009-10,2009,50,50-64 yr,0.8
California,2009-10,2009,51,50-64 yr,0.8
California,2009-10,2009,52,50-64 yr,0.6
California,2009-10,2010,1,50-64 yr,0.5
California,2009-10,2010,2,50-64 yr,0.3
California,2009-10,2010,3,50-64 yr,0
California,2009-10,2010,4,50-64 yr,0
California,2009-10,2010,5,50-64 yr,0.3
California,2009-10,2010,6,50-64 yr,0
California,2009-10,2010,7,50-64 yr,0.2
California,2009-10,2010,8,50-64 yr,0
California,2009-10,2010,9,50-64 yr,0
California,2009-10,2010,10,50-64 yr,0.2
California,2009-10,2010,11,50-64 yr,0
California,2009-10,2010,12,50-64 yr,0
California,2009-10,2010,13,50-64 yr,0
California,2009-10,2010,14,50-64 yr,0
California,2009-10,2010,15,50-64 yr,0
California,2009-10,2010,16,50-64 yr,0
California,2009-10,2010,17,50-64 yr,0
California,2009-10,2009,35,65+ yr,0.2
California,2009-10,2009,36,65+ yr,0
California,2009-10,2009,37,65+ yr,0.2
California,2009-10,2009,38,65+ yr,0.5
California,2009-10,2009,39,65+ yr,0
California,2009-10,2009,40,65+ yr,1.2
California,2009-10,2009,41,65+ yr,1.7
California,2009-10,2009,42,65+ yr,2.5
California,2009-10,2009,43,65+ yr,0.5
California,2009-10,2009,44,65+ yr,2.2
California,2009-10,2009,45,65+ yr,1.2
California,2009-10,2009,46,65+ yr,1.7
California,2009-10,2009,47,65+ yr,0.5
California,2009-10,2009,48,65+ yr,1.2
California,2009-10,2009,49,65+ yr,0.2
California,2009-10,2009,50,65+ yr,1
California,2009-10,2009,51,65+ yr,0.7
California,2009-10,2009,52,65+ yr,1
California,2009-10,2010,1,65+ yr,1
California,2009-10,2010,2,65+ yr,0.7
California,2009-10,2010,3,65+ yr,0.2
California,2009-10,2010,4,65+ yr,0.2
California,2009-10,2010,5,65+ yr,0.5
California,2009-10,2010,6,65+ yr,0
California,2009-10,2010,7,65+ yr,0
California,2009-10,2010,8,65+ yr,0
California,2009-10,2010,9,65+ yr,0
California,2009-10,2010,10,65+ yr,0
California,2009-10,2010,11,65+ yr,0
California,2009-10,2010,12,65+ yr,0
California,2009-10,2010,13,65+ yr,0
California,2009-10,2010,14,65+ yr,0
California,2009-10,2010,15,65+ yr,0
California,2009-10,2010,16,65+ yr,0
California,2009-10,2010,17,65+ yr,0
California,2009-10,2009,35,Overall,0.2
California,2009-10,2009,36,Overall,0.4
California,2009-10,2009,37,Overall,0.3
California,2009-10,2009,38,Overall,0.4
California,2009-10,2009,39,Overall,0.4
California,2009-10,2009,40,Overall,1.3
California,2009-10,2009,41,Overall,1.4
California,2009-10,2009,42,Overall,1.9
California,2009-10,2009,43,Overall,1.9
California,2009-10,2009,44,Overall,2.2
California,2009-10,2009,45,Overall,1.6
California,2009-10,2009,46,Overall,1.5
California,2009-10,2009,47,Overall,1
California,2009-10,2009,48,Overall,0.6
California,2009-10,2009,49,Overall,0.6
California,2009-10,2009,50,Overall,0.7
California,2009-10,2009,51,Overall,0.4
California,2009-10,2009,52,Overall,0.5
California,2009-10,2010,1,Overall,0.4
California,2009-10,2010,2,Overall,0.2
California,2009-10,2010,3,Overall,0.2
California,2009-10,2010,4,Overall,0.2
California,2009-10,2010,5,Overall,0.2
California,2009-10,2010,6,Overall,0.1
California,2009-10,2010,7,Overall,0.1
California,2009-10,2010,8,Overall,0.1
California,2009-10,2010,9,Overall,0.1
California,2009-10,2010,10,Overall,0.1
California,2009-10,2010,11,Overall,0
California,2009-10,2010,12,Overall,0
California,2009-10,2010,13,Overall,0
California,2009-10,2010,14,Overall,0.1
California,2009-10,2010,15,Overall,0.1
California,2009-10,2010,16,Overall,0.1
California,2009-10,2010,17,Overall,0
California,2010-11,2010,40,0-4 yr,0.5
California,2010-11,2010,41,0-4 yr,0.5
California,2010-11,2010,42,0-4 yr,0
California,2010-11,2010,43,0-4 yr,0.5
California,2010-11,2010,44,0-4 yr,0
California,2010-11,2010,45,0-4 yr,0
California,2010-11,2010,46,0-4 yr,0
California,2010-11,2010,47,0-4 yr,0.5
California,2010-11,2010,48,0-4 yr,0
California,2010-11,2010,49,0-4 yr,0.5
California,2010-11,2010,50,0-4 yr,1
California,2010-11,2010,51,0-4 yr,1
California,2010-11,2010,52,0-4 yr,0.5
California,2010-11,2011,1,0-4 yr,0
California,2010-11,2011,2,0-4 yr,0.5
California,2010-11,2011,3,0-4 yr,1.5
California,2010-11,2011,4,0-4 yr,1.5
California,2010-11,2011,5,0-4 yr,2
California,2010-11,2011,6,0-4 yr,3
California,2010-11,2011,7,0-4 yr,3
California,2010-11,2011,8,0-4 yr,3.5
California,2010-11,2011,9,0-4 yr,2
California,2010-11,2011,10,0-4 yr,6
California,2010-11,2011,11,0-4 yr,2.5
California,2010-11,2011,12,0-4 yr,1
California,2010-11,2011,13,0-4 yr,0
California,2010-11,2011,14,0-4 yr,0
California,2010-11,2011,15,0-4 yr,0.5
California,2010-11,2011,16,0-4 yr,0
California,2010-11,2011,17,0-4 yr,0
California,2010-11,2010,40,5-17 yr,0
California,2010-11,2010,41,5-17 yr,0
California,2010-11,2010,42,5-17 yr,0
California,2010-11,2010,43,5-17 yr,0.2
California,2010-11,2010,44,5-17 yr,0
California,2010-11,2010,45,5-17 yr,0
California,2010-11,2010,46,5-17 yr,0
California,2010-11,2010,47,5-17 yr,0.2
California,2010-11,2010,48,5-17 yr,0.2
California,2010-11,2010,49,5-17 yr,0
California,2010-11,2010,50,5-17 yr,0
California,2010-11,2010,51,5-17 yr,0.2
California,2010-11,2010,52,5-17 yr,0.2
California,2010-11,2011,1,5-17 yr,0.4
California,2010-11,2011,2,5-17 yr,0.2
California,2010-11,2011,3,5-17 yr,0.4
California,2010-11,2011,4,5-17 yr,0
California,2010-11,2011,5,5-17 yr,0.8
California,2010-11,2011,6,5-17 yr,0.6
California,2010-11,2011,7,5-17 yr,0.2
California,2010-11,2011,8,5-17 yr,0.6
California,2010-11,2011,9,5-17 yr,1.4
California,2010-11,2011,10,5-17 yr,0.6
California,2010-11,2011,11,5-17 yr,1
California,2010-11,2011,12,5-17 yr,0.4
California,2010-11,2011,13,5-17 yr,0.6
California,2010-11,2011,14,5-17 yr,0
California,2010-11,2011,15,5-17 yr,0
California,2010-11,2011,16,5-17 yr,0
California,2010-11,2011,17,5-17 yr,0
California,2010-11,2010,40,18-49 yr,0
California,2010-11,2010,41,18-49 yr,0
California,2010-11,2010,42,18-49 yr,0
California,2010-11,2010,43,18-49 yr,0
California,2010-11,2010,44,18-49 yr,0
California,2010-11,2010,45,18-49 yr,0.1
California,2010-11,2010,46,18-49 yr,0
California,2010-11,2010,47,18-49 yr,0
California,2010-11,2010,48,18-49 yr,0
California,2010-11,2010,49,18-49 yr,0
California,2010-11,2010,50,18-49 yr,0.1
California,2010-11,2010,51,18-49 yr,0.1
California,2010-11,2010,52,18-49 yr,0
California,2010-11,2011,1,18-49 yr,0.1
California,2010-11,2011,2,18-49 yr,0.1
California,2010-11,2011,3,18-49 yr,0.4
California,2010-11,2011,4,18-49 yr,0.6
California,2010-11,2011,5,18-49 yr,0.7
California,2010-11,2011,6,18-49 yr,0.9
California,2010-11,2011,7,18-49 yr,1.1
California,2010-11,2011,8,18-49 yr,1.1
California,2010-11,2011,9,18-49 yr,1.1
California,2010-11,2011,10,18-49 yr,0.6
California,2010-11,2011,11,18-49 yr,0.4
California,2010-11,2011,12,18-49 yr,0.1
California,2010-11,2011,13,18-49 yr,0.2
California,2010-11,2011,14,18-49 yr,0.1
California,2010-11,2011,15,18-49 yr,0
California,2010-11,2011,16,18-49 yr,0.1
California,2010-11,2011,17,18-49 yr,0.1
California,2010-11,2010,40,50-64 yr,0
California,2010-11,2010,41,50-64 yr,0
California,2010-11,2010,42,50-64 yr,0
California,2010-11,2010,43,50-64 yr,0
California,2010-11,2010,44,50-64 yr,0
California,2010-11,2010,45,50-64 yr,0
California,2010-11,2010,46,50-64 yr,0
California,2010-11,2010,47,50-64 yr,0
California,2010-11,2010,48,50-64 yr,0.2
California,2010-11,2010,49,50-64 yr,0.2
California,2010-11,2010,50,50-64 yr,0
California,2010-11,2010,51,50-64 yr,0.2
California,2010-11,2010,52,50-64 yr,0.3
California,2010-11,2011,1,50-64 yr,0.6
California,2010-11,2011,2,50-64 yr,1.1
California,2010-11,2011,3,50-64 yr,1.1
California,2010-11,2011,4,50-64 yr,0.9
California,2010-11,2011,5,50-64 yr,1.1
California,2010-11,2011,6,50-64 yr,1.2
California,2010-11,2011,7,50-64 yr,2
California,2010-11,2011,8,50-64 yr,1.9
California,2010-11,2011,9,50-64 yr,2.2
California,2010-11,2011,10,50-64 yr,2.5
California,2010-11,2011,11,50-64 yr,1.5
California,2010-11,2011,12,50-64 yr,1.5
California,2010-11,2011,13,50-64 yr,0.8
California,2010-11,2011,14,50-64 yr,0
California,2010-11,2011,15,50-64 yr,0.2
California,2010-11,2011,16,50-64 yr,0
California,2010-11,2011,17,50-64 yr,0.2
California,2010-11,2010,40,65+ yr,0.2
California,2010-11,2010,41,65+ yr,0.2
California,2010-11,2010,42,65+ yr,0.2
California,2010-11,2010,43,65+ yr,0
California,2010-11,2010,44,65+ yr,0.2
California,2010-11,2010,45,65+ yr,0
California,2010-11,2010,46,65+ yr,0
California,2010-11,2010,47,65+ yr,0.2
California,2010-11,2010,48,65+ yr,0
California,2010-11,2010,49,65+ yr,1
California,2010-11,2010,50,65+ yr,0.5
California,2010-11,2010,51,65+ yr,0.2
California,2010-11,2010,52,65+ yr,0
California,2010-11,2011,1,65+ yr,1.2
California,2010-11,2011,2,65+ yr,1.2
California,2010-11,2011,3,65+ yr,2.9
California,2010-11,2011,4,65+ yr,1.7
California,2010-11,2011,5,65+ yr,3.9
California,2010-11,2011,6,65+ yr,6.6
California,2010-11,2011,7,65+ yr,4.9
California,2010-11,2011,8,65+ yr,5.3
California,2010-11,2011,9,65+ yr,9.5
California,2010-11,2011,10,65+ yr,5.1
California,2010-11,2011,11,65+ yr,4.6
California,2010-11,2011,12,65+ yr,3.6
California,2010-11,2011,13,65+ yr,1.9
California,2010-11,2011,14,65+ yr,2.4
California,2010-11,2011,15,65+ yr,0.7
California,2010-11,2011,16,65+ yr,1
California,2010-11,2011,17,65+ yr,0.2
California,2010-11,2010,40,Overall,0.1
California,2010-11,2010,41,Overall,0.1
California,2010-11,2010,42,Overall,0
California,2010-11,2010,43,Overall,0.1
California,2010-11,2010,44,Overall,0
California,2010-11,2010,45,Overall,0
California,2010-11,2010,46,Overall,0
California,2010-11,2010,47,Overall,0.1
California,2010-11,2010,48,Overall,0.1
California,2010-11,2010,49,Overall,0.2
California,2010-11,2010,50,Overall,0.2
California,2010-11,2010,51,Overall,0.2
California,2010-11,2010,52,Overall,0.1
California,2010-11,2011,1,Overall,0.4
California,2010-11,2011,2,Overall,0.5
California,2010-11,2011,3,Overall,0.9
California,2010-11,2011,4,Overall,0.7
California,2010-11,2011,5,Overall,1.2
California,2010-11,2011,6,Overall,1.7
California,2010-11,2011,7,Overall,1.7
California,2010-11,2011,8,Overall,1.8
California,2010-11,2011,9,Overall,2.4
California,2010-11,2011,10,Overall,1.8
California,2010-11,2011,11,Overall,1.3
California,2010-11,2011,12,Overall,0.9
California,2010-11,2011,13,Overall,0.6
California,2010-11,2011,14,Overall,0.3
California,2010-11,2011,15,Overall,0.1
California,2010-11,2011,16,Overall,0.2
California,2010-11,2011,17,Overall,0.1
California,2011-12,2011,40,0-4 yr,0
California,2011-12,2011,41,0-4 yr,0
California,2011-12,2011,42,0-4 yr,0
California,2011-12,2011,43,0-4 yr,0
California,2011-12,2011,44,0-4 yr,0
California,2011-12,2011,45,0-4 yr,0
California,2011-12,2011,46,0-4 yr,0
California,2011-12,2011,47,0-4 yr,0
California,2011-12,2011,48,0-4 yr,0.5
California,2011-12,2011,49,0-4 yr,0.5
California,2011-12,2011,50,0-4 yr,0
California,2011-12,2011,51,0-4 yr,0
